STORE_ID,DEPT_ID,STORE_TYPE,STORE_SIZE,GOLD_LOADED_AT
24,5,A,203819,2026-07-13 13:09:01.728 -0700
39,5,A,184109,2026-07-13 13:09:01.728 -0700
40,21,A,155083,2026-07-13 13:09:01.728 -0700
27,85,A,204184,2026-07-13 13:09:01.728 -0700
32,42,A,203007,2026-07-13 13:09:01.728 -0700
33,67,A,39690,2026-07-13 13:09:01.728 -0700
45,87,B,118221,2026-07-13 13:09:01.728 -0700
16,85,B,57197,2026-07-13 13:09:01.728 -0700
26,20,A,152513,2026-07-13 13:09:01.728 -0700
7,55,B,70713,2026-07-13 13:09:01.728 -0700
18,50,B,120653,2026-07-13 13:09:01.728 -0700
27,21,A,204184,2026-07-13 13:09:01.728 -0700
31,91,A,203750,2026-07-13 13:09:01.728 -0700
44,87,C,39910,2026-07-13 13:09:01.728 -0700
2,19,A,202307,2026-07-13 13:09:01.728 -0700
10,49,B,126512,2026-07-13 13:09:01.728 -0700
19,95,A,203819,2026-07-13 13:09:01.728 -0700
14,35,A,200898,2026-07-13 13:09:01.728 -0700
20,25,A,203742,2026-07-13 13:09:01.728 -0700
13,74,A,219622,2026-07-13 13:09:01.728 -0700
30,59,C,42988,2026-07-13 13:09:01.728 -0700
20,16,A,203742,2026-07-13 13:09:01.728 -0700
37,83,C,39910,2026-07-13 13:09:01.728 -0700
42,74,C,39690,2026-07-13 13:09:01.728 -0700
24,42,A,203819,2026-07-13 13:09:01.728 -0700
5,3,B,34875,2026-07-13 13:09:01.728 -0700
30,40,C,42988,2026-07-13 13:09:01.728 -0700
42,60,C,39690,2026-07-13 13:09:01.728 -0700
3,16,B,37392,2026-07-13 13:09:01.728 -0700
12,35,B,112238,2026-07-13 13:09:01.728 -0700
39,79,A,184109,2026-07-13 13:09:01.728 -0700
28,19,A,206302,2026-07-13 13:09:01.728 -0700
4,80,A,205863,2026-07-13 13:09:01.728 -0700
37,92,C,39910,2026-07-13 13:09:01.728 -0700
19,24,A,203819,2026-07-13 13:09:01.728 -0700
34,55,A,158114,2026-07-13 13:09:01.728 -0700
33,98,A,39690,2026-07-13 13:09:01.728 -0700
24,10,A,203819,2026-07-13 13:09:01.728 -0700
16,24,B,57197,2026-07-13 13:09:01.728 -0700
37,25,C,39910,2026-07-13 13:09:01.728 -0700
25,28,B,128107,2026-07-13 13:09:01.728 -0700
8,30,A,155078,2026-07-13 13:09:01.728 -0700
43,31,C,41062,2026-07-13 13:09:01.728 -0700
7,23,B,70713,2026-07-13 13:09:01.728 -0700
44,94,C,39910,2026-07-13 13:09:01.728 -0700
2,27,A,202307,2026-07-13 13:09:01.728 -0700
27,3,A,204184,2026-07-13 13:09:01.728 -0700
1,56,A,151315,2026-07-13 13:09:01.728 -0700
27,27,A,204184,2026-07-13 13:09:01.728 -0700
24,20,A,203819,2026-07-13 13:09:01.728 -0700
43,60,C,41062,2026-07-13 13:09:01.728 -0700
12,59,B,112238,2026-07-13 13:09:01.728 -0700
32,93,A,203007,2026-07-13 13:09:01.728 -0700
41,5,A,196321,2026-07-13 13:09:01.728 -0700
15,81,B,123737,2026-07-13 13:09:01.728 -0700
13,42,A,219622,2026-07-13 13:09:01.728 -0700
7,87,B,70713,2026-07-13 13:09:01.728 -0700
9,36,B,125833,2026-07-13 13:09:01.728 -0700
35,74,B,103681,2026-07-13 13:09:01.728 -0700
33,99,A,39690,2026-07-13 13:09:01.728 -0700
36,81,A,39910,2026-07-13 13:09:01.728 -0700
29,55,B,93638,2026-07-13 13:09:01.728 -0700
31,33,A,203750,2026-07-13 13:09:01.728 -0700
40,13,A,155083,2026-07-13 13:09:01.728 -0700
43,93,C,41062,2026-07-13 13:09:01.728 -0700
40,27,A,155083,2026-07-13 13:09:01.728 -0700
5,60,B,34875,2026-07-13 13:09:01.728 -0700
8,13,A,155078,2026-07-13 13:09:01.728 -0700
17,7,B,93188,2026-07-13 13:09:01.728 -0700
34,35,A,158114,2026-07-13 13:09:01.728 -0700
22,82,B,119557,2026-07-13 13:09:01.728 -0700
13,23,A,219622,2026-07-13 13:09:01.728 -0700
27,44,A,204184,2026-07-13 13:09:01.728 -0700
37,5,C,39910,2026-07-13 13:09:01.728 -0700
5,5,B,34875,2026-07-13 13:09:01.728 -0700
36,97,A,39910,2026-07-13 13:09:01.728 -0700
6,18,A,202505,2026-07-13 13:09:01.728 -0700
35,11,B,103681,2026-07-13 13:09:01.728 -0700
4,14,A,205863,2026-07-13 13:09:01.728 -0700
17,38,B,93188,2026-07-13 13:09:01.728 -0700
31,31,A,203750,2026-07-13 13:09:01.728 -0700
30,1,C,42988,2026-07-13 13:09:01.728 -0700
19,31,A,203819,2026-07-13 13:09:01.728 -0700
40,3,A,155083,2026-07-13 13:09:01.728 -0700
35,93,B,103681,2026-07-13 13:09:01.728 -0700
37,60,C,39910,2026-07-13 13:09:01.728 -0700
15,17,B,123737,2026-07-13 13:09:01.728 -0700
14,8,A,200898,2026-07-13 13:09:01.728 -0700
26,81,A,152513,2026-07-13 13:09:01.728 -0700
28,21,A,206302,2026-07-13 13:09:01.728 -0700
32,35,A,203007,2026-07-13 13:09:01.728 -0700
17,28,B,93188,2026-07-13 13:09:01.728 -0700
41,85,A,196321,2026-07-13 13:09:01.728 -0700
33,21,A,39690,2026-07-13 13:09:01.728 -0700
39,14,A,184109,2026-07-13 13:09:01.728 -0700
14,32,A,200898,2026-07-13 13:09:01.728 -0700
20,24,A,203742,2026-07-13 13:09:01.728 -0700
35,29,B,103681,2026-07-13 13:09:01.728 -0700
34,93,A,158114,2026-07-13 13:09:01.728 -0700
25,29,B,128107,2026-07-13 13:09:01.728 -0700
12,11,B,112238,2026-07-13 13:09:01.728 -0700
32,9,A,203007,2026-07-13 13:09:01.728 -0700
41,2,A,196321,2026-07-13 13:09:01.728 -0700
7,1,B,70713,2026-07-13 13:09:01.728 -0700
38,8,C,39690,2026-07-13 13:09:01.728 -0700
44,32,C,39910,2026-07-13 13:09:01.728 -0700
4,13,A,205863,2026-07-13 13:09:01.728 -0700
27,94,A,204184,2026-07-13 13:09:01.728 -0700
4,7,A,205863,2026-07-13 13:09:01.728 -0700
15,24,B,123737,2026-07-13 13:09:01.728 -0700
14,85,A,200898,2026-07-13 13:09:01.728 -0700
25,30,B,128107,2026-07-13 13:09:01.728 -0700
11,85,A,207499,2026-07-13 13:09:01.728 -0700
8,90,A,155078,2026-07-13 13:09:01.728 -0700
27,31,A,204184,2026-07-13 13:09:01.728 -0700
24,97,A,203819,2026-07-13 13:09:01.728 -0700
14,58,A,200898,2026-07-13 13:09:01.728 -0700
15,67,B,123737,2026-07-13 13:09:01.728 -0700
34,52,A,158114,2026-07-13 13:09:01.728 -0700
40,91,A,155083,2026-07-13 13:09:01.728 -0700
28,20,A,206302,2026-07-13 13:09:01.728 -0700
39,93,A,184109,2026-07-13 13:09:01.728 -0700
29,67,B,93638,2026-07-13 13:09:01.728 -0700
26,31,A,152513,2026-07-13 13:09:01.728 -0700
24,44,A,203819,2026-07-13 13:09:01.728 -0700
15,38,B,123737,2026-07-13 13:09:01.728 -0700
20,79,A,203742,2026-07-13 13:09:01.728 -0700
16,36,B,57197,2026-07-13 13:09:01.728 -0700
12,25,B,112238,2026-07-13 13:09:01.728 -0700
24,21,A,203819,2026-07-13 13:09:01.728 -0700
5,13,B,34875,2026-07-13 13:09:01.728 -0700
34,27,A,158114,2026-07-13 13:09:01.728 -0700
9,23,B,125833,2026-07-13 13:09:01.728 -0700
5,10,B,34875,2026-07-13 13:09:01.728 -0700
38,56,C,39690,2026-07-13 13:09:01.728 -0700
13,80,A,219622,2026-07-13 13:09:01.728 -0700
33,20,A,39690,2026-07-13 13:09:01.728 -0700
43,6,C,41062,2026-07-13 13:09:01.728 -0700
6,8,A,202505,2026-07-13 13:09:01.728 -0700
44,10,C,39910,2026-07-13 13:09:01.728 -0700
29,3,B,93638,2026-07-13 13:09:01.728 -0700
7,98,B,70713,2026-07-13 13:09:01.728 -0700
20,30,A,203742,2026-07-13 13:09:01.728 -0700
17,20,B,93188,2026-07-13 13:09:01.728 -0700
34,28,A,158114,2026-07-13 13:09:01.728 -0700
7,4,B,70713,2026-07-13 13:09:01.728 -0700
41,96,A,196321,2026-07-13 13:09:01.728 -0700
25,47,B,128107,2026-07-13 13:09:01.728 -0700
3,51,B,37392,2026-07-13 13:09:01.728 -0700
11,26,A,207499,2026-07-13 13:09:01.728 -0700
31,21,A,203750,2026-07-13 13:09:01.728 -0700
39,1,A,184109,2026-07-13 13:09:01.728 -0700
13,99,A,219622,2026-07-13 13:09:01.728 -0700
26,71,A,152513,2026-07-13 13:09:01.728 -0700
3,25,B,37392,2026-07-13 13:09:01.728 -0700
2,49,A,202307,2026-07-13 13:09:01.728 -0700
10,58,B,126512,2026-07-13 13:09:01.728 -0700
25,97,B,128107,2026-07-13 13:09:01.728 -0700
28,40,A,206302,2026-07-13 13:09:01.728 -0700
44,81,C,39910,2026-07-13 13:09:01.728 -0700
34,30,A,158114,2026-07-13 13:09:01.728 -0700
22,49,B,119557,2026-07-13 13:09:01.728 -0700
7,3,B,70713,2026-07-13 13:09:01.728 -0700
30,11,C,42988,2026-07-13 13:09:01.728 -0700
31,46,A,203750,2026-07-13 13:09:01.728 -0700
45,40,B,118221,2026-07-13 13:09:01.728 -0700
41,6,A,196321,2026-07-13 13:09:01.728 -0700
45,80,B,118221,2026-07-13 13:09:01.728 -0700
6,79,A,202505,2026-07-13 13:09:01.728 -0700
36,17,A,39910,2026-07-13 13:09:01.728 -0700
11,41,A,207499,2026-07-13 13:09:01.728 -0700
9,22,B,125833,2026-07-13 13:09:01.728 -0700
38,80,C,39690,2026-07-13 13:09:01.728 -0700
34,6,A,158114,2026-07-13 13:09:01.728 -0700
16,26,B,57197,2026-07-13 13:09:01.728 -0700
34,9,A,158114,2026-07-13 13:09:01.728 -0700
3,24,B,37392,2026-07-13 13:09:01.728 -0700
36,14,A,39910,2026-07-13 13:09:01.728 -0700
28,16,A,206302,2026-07-13 13:09:01.728 -0700
38,42,C,39690,2026-07-13 13:09:01.728 -0700
10,81,B,126512,2026-07-13 13:09:01.728 -0700
28,83,A,206302,2026-07-13 13:09:01.728 -0700
14,40,A,200898,2026-07-13 13:09:01.728 -0700
39,94,A,184109,2026-07-13 13:09:01.728 -0700
24,52,A,203819,2026-07-13 13:09:01.728 -0700
24,71,A,203819,2026-07-13 13:09:01.728 -0700
10,72,B,126512,2026-07-13 13:09:01.728 -0700
5,41,B,34875,2026-07-13 13:09:01.728 -0700
5,19,B,34875,2026-07-13 13:09:01.728 -0700
20,85,A,203742,2026-07-13 13:09:01.728 -0700
8,40,A,155078,2026-07-13 13:09:01.728 -0700
21,14,B,140167,2026-07-13 13:09:01.728 -0700
30,49,C,42988,2026-07-13 13:09:01.728 -0700
28,78,A,206302,2026-07-13 13:09:01.728 -0700
27,25,A,204184,2026-07-13 13:09:01.728 -0700
16,54,B,57197,2026-07-13 13:09:01.728 -0700
6,16,A,202505,2026-07-13 13:09:01.728 -0700
26,25,A,152513,2026-07-13 13:09:01.728 -0700
11,99,A,207499,2026-07-13 13:09:01.728 -0700
14,13,A,200898,2026-07-13 13:09:01.728 -0700
16,6,B,57197,2026-07-13 13:09:01.728 -0700
10,92,B,126512,2026-07-13 13:09:01.728 -0700
24,96,A,203819,2026-07-13 13:09:01.728 -0700
23,33,B,114533,2026-07-13 13:09:01.728 -0700
13,94,A,219622,2026-07-13 13:09:01.728 -0700
26,27,A,152513,2026-07-13 13:09:01.728 -0700
9,59,B,125833,2026-07-13 13:09:01.728 -0700
19,79,A,203819,2026-07-13 13:09:01.728 -0700
29,81,B,93638,2026-07-13 13:09:01.728 -0700
3,27,B,37392,2026-07-13 13:09:01.728 -0700
25,82,B,128107,2026-07-13 13:09:01.728 -0700
23,80,B,114533,2026-07-13 13:09:01.728 -0700
16,9,B,57197,2026-07-13 13:09:01.728 -0700
10,27,B,126512,2026-07-13 13:09:01.728 -0700
30,52,C,42988,2026-07-13 13:09:01.728 -0700
40,98,A,155083,2026-07-13 13:09:01.728 -0700
33,42,A,39690,2026-07-13 13:09:01.728 -0700
42,28,C,39690,2026-07-13 13:09:01.728 -0700
3,41,B,37392,2026-07-13 13:09:01.728 -0700
4,6,A,205863,2026-07-13 13:09:01.728 -0700
13,60,A,219622,2026-07-13 13:09:01.728 -0700
3,14,B,37392,2026-07-13 13:09:01.728 -0700
9,91,B,125833,2026-07-13 13:09:01.728 -0700
26,99,A,152513,2026-07-13 13:09:01.728 -0700
11,49,A,207499,2026-07-13 13:09:01.728 -0700
31,16,A,203750,2026-07-13 13:09:01.728 -0700
9,12,B,125833,2026-07-13 13:09:01.728 -0700
40,79,A,155083,2026-07-13 13:09:01.728 -0700
8,17,A,155078,2026-07-13 13:09:01.728 -0700
38,24,C,39690,2026-07-13 13:09:01.728 -0700
10,56,B,126512,2026-07-13 13:09:01.728 -0700
40,33,A,155083,2026-07-13 13:09:01.728 -0700
28,13,A,206302,2026-07-13 13:09:01.728 -0700
15,7,B,123737,2026-07-13 13:09:01.728 -0700
12,41,B,112238,2026-07-13 13:09:01.728 -0700
7,17,B,70713,2026-07-13 13:09:01.728 -0700
12,28,B,112238,2026-07-13 13:09:01.728 -0700
24,94,A,203819,2026-07-13 13:09:01.728 -0700
42,20,C,39690,2026-07-13 13:09:01.728 -0700
25,17,B,128107,2026-07-13 13:09:01.728 -0700
37,94,C,39910,2026-07-13 13:09:01.728 -0700
17,42,B,93188,2026-07-13 13:09:01.728 -0700
24,46,A,203819,2026-07-13 13:09:01.728 -0700
23,49,B,114533,2026-07-13 13:09:01.728 -0700
25,23,B,128107,2026-07-13 13:09:01.728 -0700
14,16,A,200898,2026-07-13 13:09:01.728 -0700
40,23,A,155083,2026-07-13 13:09:01.728 -0700
30,3,C,42988,2026-07-13 13:09:01.728 -0700
8,33,A,155078,2026-07-13 13:09:01.728 -0700
16,51,B,57197,2026-07-13 13:09:01.728 -0700
12,8,B,112238,2026-07-13 13:09:01.728 -0700
13,72,A,219622,2026-07-13 13:09:01.728 -0700
24,45,A,203819,2026-07-13 13:09:01.728 -0700
13,29,A,219622,2026-07-13 13:09:01.728 -0700
26,83,A,152513,2026-07-13 13:09:01.728 -0700
41,56,A,196321,2026-07-13 13:09:01.728 -0700
27,87,A,204184,2026-07-13 13:09:01.728 -0700
39,60,A,184109,2026-07-13 13:09:01.728 -0700
23,78,B,114533,2026-07-13 13:09:01.728 -0700
17,35,B,93188,2026-07-13 13:09:01.728 -0700
8,24,A,155078,2026-07-13 13:09:01.728 -0700
25,87,B,128107,2026-07-13 13:09:01.728 -0700
24,50,A,203819,2026-07-13 13:09:01.728 -0700
36,9,A,39910,2026-07-13 13:09:01.728 -0700
31,45,A,203750,2026-07-13 13:09:01.728 -0700
22,51,B,119557,2026-07-13 13:09:01.728 -0700
37,40,C,39910,2026-07-13 13:09:01.728 -0700
45,31,B,118221,2026-07-13 13:09:01.728 -0700
35,47,B,103681,2026-07-13 13:09:01.728 -0700
18,46,B,120653,2026-07-13 13:09:01.728 -0700
4,99,A,205863,2026-07-13 13:09:01.728 -0700
6,96,A,202505,2026-07-13 13:09:01.728 -0700
16,83,B,57197,2026-07-13 13:09:01.728 -0700
13,24,A,219622,2026-07-13 13:09:01.728 -0700
20,36,A,203742,2026-07-13 13:09:01.728 -0700
15,13,B,123737,2026-07-13 13:09:01.728 -0700
15,60,B,123737,2026-07-13 13:09:01.728 -0700
34,18,A,158114,2026-07-13 13:09:01.728 -0700
44,26,C,39910,2026-07-13 13:09:01.728 -0700
11,45,A,207499,2026-07-13 13:09:01.728 -0700
35,1,B,103681,2026-07-13 13:09:01.728 -0700
17,18,B,93188,2026-07-13 13:09:01.728 -0700
4,36,A,205863,2026-07-13 13:09:01.728 -0700
20,10,A,203742,2026-07-13 13:09:01.728 -0700
42,27,C,39690,2026-07-13 13:09:01.728 -0700
6,46,A,202505,2026-07-13 13:09:01.728 -0700
36,32,A,39910,2026-07-13 13:09:01.728 -0700
20,77,A,203742,2026-07-13 13:09:01.728 -0700
9,80,B,125833,2026-07-13 13:09:01.728 -0700
19,45,A,203819,2026-07-13 13:09:01.728 -0700
3,47,B,37392,2026-07-13 13:09:01.728 -0700
21,45,B,140167,2026-07-13 13:09:01.728 -0700
31,99,A,203750,2026-07-13 13:09:01.728 -0700
38,34,C,39690,2026-07-13 13:09:01.728 -0700
4,25,A,205863,2026-07-13 13:09:01.728 -0700
10,20,B,126512,2026-07-13 13:09:01.728 -0700
35,96,B,103681,2026-07-13 13:09:01.728 -0700
19,39,A,203819,2026-07-13 13:09:01.728 -0700
33,72,A,39690,2026-07-13 13:09:01.728 -0700
37,32,C,39910,2026-07-13 13:09:01.728 -0700
22,96,B,119557,2026-07-13 13:09:01.728 -0700
11,48,A,207499,2026-07-13 13:09:01.728 -0700
33,36,A,39690,2026-07-13 13:09:01.728 -0700
17,78,B,93188,2026-07-13 13:09:01.728 -0700
17,77,B,93188,2026-07-13 13:09:01.728 -0700
30,55,C,42988,2026-07-13 13:09:01.728 -0700
40,77,A,155083,2026-07-13 13:09:01.728 -0700
20,78,A,203742,2026-07-13 13:09:01.728 -0700
22,99,B,119557,2026-07-13 13:09:01.728 -0700
25,44,B,128107,2026-07-13 13:09:01.728 -0700
15,56,B,123737,2026-07-13 13:09:01.728 -0700
2,14,A,202307,2026-07-13 13:09:01.728 -0700
23,5,B,114533,2026-07-13 13:09:01.728 -0700
6,54,A,202505,2026-07-13 13:09:01.728 -0700
39,13,A,184109,2026-07-13 13:09:01.728 -0700
32,3,A,203007,2026-07-13 13:09:01.728 -0700
6,67,A,202505,2026-07-13 13:09:01.728 -0700
23,26,B,114533,2026-07-13 13:09:01.728 -0700
38,16,C,39690,2026-07-13 13:09:01.728 -0700
2,30,A,202307,2026-07-13 13:09:01.728 -0700
36,98,A,39910,2026-07-13 13:09:01.728 -0700
23,44,B,114533,2026-07-13 13:09:01.728 -0700
45,56,B,118221,2026-07-13 13:09:01.728 -0700
45,49,B,118221,2026-07-13 13:09:01.728 -0700
24,1,A,203819,2026-07-13 13:09:01.728 -0700
15,28,B,123737,2026-07-13 13:09:01.728 -0700
22,31,B,119557,2026-07-13 13:09:01.728 -0700
45,8,B,118221,2026-07-13 13:09:01.728 -0700
11,19,A,207499,2026-07-13 13:09:01.728 -0700
31,49,A,203750,2026-07-13 13:09:01.728 -0700
8,20,A,155078,2026-07-13 13:09:01.728 -0700
39,46,A,184109,2026-07-13 13:09:01.728 -0700
6,44,A,202505,2026-07-13 13:09:01.728 -0700
3,8,B,37392,2026-07-13 13:09:01.728 -0700
16,44,B,57197,2026-07-13 13:09:01.728 -0700
13,67,A,219622,2026-07-13 13:09:01.728 -0700
34,91,A,158114,2026-07-13 13:09:01.728 -0700
24,54,A,203819,2026-07-13 13:09:01.728 -0700
8,19,A,155078,2026-07-13 13:09:01.728 -0700
31,14,A,203750,2026-07-13 13:09:01.728 -0700
26,5,A,152513,2026-07-13 13:09:01.728 -0700
31,11,A,203750,2026-07-13 13:09:01.728 -0700
14,6,A,200898,2026-07-13 13:09:01.728 -0700
20,17,A,203742,2026-07-13 13:09:01.728 -0700
31,52,A,203750,2026-07-13 13:09:01.728 -0700
45,55,B,118221,2026-07-13 13:09:01.728 -0700
16,27,B,57197,2026-07-13 13:09:01.728 -0700
2,82,A,202307,2026-07-13 13:09:01.728 -0700
13,16,A,219622,2026-07-13 13:09:01.728 -0700
32,44,A,203007,2026-07-13 13:09:01.728 -0700
29,23,B,93638,2026-07-13 13:09:01.728 -0700
13,92,A,219622,2026-07-13 13:09:01.728 -0700
9,24,B,125833,2026-07-13 13:09:01.728 -0700
24,14,A,203819,2026-07-13 13:09:01.728 -0700
18,31,B,120653,2026-07-13 13:09:01.728 -0700
38,81,C,39690,2026-07-13 13:09:01.728 -0700
45,36,B,118221,2026-07-13 13:09:01.728 -0700
44,1,C,39910,2026-07-13 13:09:01.728 -0700
13,13,A,219622,2026-07-13 13:09:01.728 -0700
7,46,B,70713,2026-07-13 13:09:01.728 -0700
12,60,B,112238,2026-07-13 13:09:01.728 -0700
32,67,A,203007,2026-07-13 13:09:01.728 -0700
44,31,C,39910,2026-07-13 13:09:01.728 -0700
40,25,A,155083,2026-07-13 13:09:01.728 -0700
9,33,B,125833,2026-07-13 13:09:01.728 -0700
10,7,B,126512,2026-07-13 13:09:01.728 -0700
40,37,A,155083,2026-07-13 13:09:01.728 -0700
32,37,A,203007,2026-07-13 13:09:01.728 -0700
6,93,A,202505,2026-07-13 13:09:01.728 -0700
29,2,B,93638,2026-07-13 13:09:01.728 -0700
16,38,B,57197,2026-07-13 13:09:01.728 -0700
21,20,B,140167,2026-07-13 13:09:01.728 -0700
17,5,B,93188,2026-07-13 13:09:01.728 -0700
39,25,A,184109,2026-07-13 13:09:01.728 -0700
25,72,B,128107,2026-07-13 13:09:01.728 -0700
31,96,A,203750,2026-07-13 13:09:01.728 -0700
30,10,C,42988,2026-07-13 13:09:01.728 -0700
23,74,B,114533,2026-07-13 13:09:01.728 -0700
19,30,A,203819,2026-07-13 13:09:01.728 -0700
34,51,A,158114,2026-07-13 13:09:01.728 -0700
31,26,A,203750,2026-07-13 13:09:01.728 -0700
39,74,A,184109,2026-07-13 13:09:01.728 -0700
30,32,C,42988,2026-07-13 13:09:01.728 -0700
43,17,C,41062,2026-07-13 13:09:01.728 -0700
11,24,A,207499,2026-07-13 13:09:01.728 -0700
41,30,A,196321,2026-07-13 13:09:01.728 -0700
41,93,A,196321,2026-07-13 13:09:01.728 -0700
21,22,B,140167,2026-07-13 13:09:01.728 -0700
23,83,B,114533,2026-07-13 13:09:01.728 -0700
1,31,A,151315,2026-07-13 13:09:01.728 -0700
29,6,B,93638,2026-07-13 13:09:01.728 -0700
42,93,C,39690,2026-07-13 13:09:01.728 -0700
27,46,A,204184,2026-07-13 13:09:01.728 -0700
1,4,A,151315,2026-07-13 13:09:01.728 -0700
15,14,B,123737,2026-07-13 13:09:01.728 -0700
36,96,A,39910,2026-07-13 13:09:01.728 -0700
31,80,A,203750,2026-07-13 13:09:01.728 -0700
39,33,A,184109,2026-07-13 13:09:01.728 -0700
12,67,B,112238,2026-07-13 13:09:01.728 -0700
34,90,A,158114,2026-07-13 13:09:01.728 -0700
34,13,A,158114,2026-07-13 13:09:01.728 -0700
12,90,B,112238,2026-07-13 13:09:01.728 -0700
34,67,A,158114,2026-07-13 13:09:01.728 -0700
10,42,B,126512,2026-07-13 13:09:01.728 -0700
6,95,A,202505,2026-07-13 13:09:01.728 -0700
13,4,A,219622,2026-07-13 13:09:01.728 -0700
3,34,B,37392,2026-07-13 13:09:01.728 -0700
22,18,B,119557,2026-07-13 13:09:01.728 -0700
24,36,A,203819,2026-07-13 13:09:01.728 -0700
24,67,A,203819,2026-07-13 13:09:01.728 -0700
18,27,B,120653,2026-07-13 13:09:01.728 -0700
29,72,B,93638,2026-07-13 13:09:01.728 -0700
36,87,A,39910,2026-07-13 13:09:01.728 -0700
11,16,A,207499,2026-07-13 13:09:01.728 -0700
26,29,A,152513,2026-07-13 13:09:01.728 -0700
18,52,B,120653,2026-07-13 13:09:01.728 -0700
40,54,A,155083,2026-07-13 13:09:01.728 -0700
13,44,A,219622,2026-07-13 13:09:01.728 -0700
37,3,C,39910,2026-07-13 13:09:01.728 -0700
9,1,B,125833,2026-07-13 13:09:01.728 -0700
13,41,A,219622,2026-07-13 13:09:01.728 -0700
17,90,B,93188,2026-07-13 13:09:01.728 -0700
43,25,C,41062,2026-07-13 13:09:01.728 -0700
40,48,A,155083,2026-07-13 13:09:01.728 -0700
15,52,B,123737,2026-07-13 13:09:01.728 -0700
39,67,A,184109,2026-07-13 13:09:01.728 -0700
23,31,B,114533,2026-07-13 13:09:01.728 -0700
38,95,C,39690,2026-07-13 13:09:01.728 -0700
14,3,A,200898,2026-07-13 13:09:01.728 -0700
40,87,A,155083,2026-07-13 13:09:01.728 -0700
23,23,B,114533,2026-07-13 13:09:01.728 -0700
8,25,A,155078,2026-07-13 13:09:01.728 -0700
32,20,A,203007,2026-07-13 13:09:01.728 -0700
26,24,A,152513,2026-07-13 13:09:01.728 -0700
23,25,B,114533,2026-07-13 13:09:01.728 -0700
45,83,B,118221,2026-07-13 13:09:01.728 -0700
19,5,A,203819,2026-07-13 13:09:01.728 -0700
16,21,B,57197,2026-07-13 13:09:01.728 -0700
30,38,C,42988,2026-07-13 13:09:01.728 -0700
27,35,A,204184,2026-07-13 13:09:01.728 -0700
19,3,A,203819,2026-07-13 13:09:01.728 -0700
25,5,B,128107,2026-07-13 13:09:01.728 -0700
32,11,A,203007,2026-07-13 13:09:01.728 -0700
31,44,A,203750,2026-07-13 13:09:01.728 -0700
19,87,A,203819,2026-07-13 13:09:01.728 -0700
14,46,A,200898,2026-07-13 13:09:01.728 -0700
20,72,A,203742,2026-07-13 13:09:01.728 -0700
12,97,B,112238,2026-07-13 13:09:01.728 -0700
44,80,C,39910,2026-07-13 13:09:01.728 -0700
23,10,B,114533,2026-07-13 13:09:01.728 -0700
5,72,B,34875,2026-07-13 13:09:01.728 -0700
2,17,A,202307,2026-07-13 13:09:01.728 -0700
32,82,A,203007,2026-07-13 13:09:01.728 -0700
7,83,B,70713,2026-07-13 13:09:01.728 -0700
24,91,A,203819,2026-07-13 13:09:01.728 -0700
22,55,B,119557,2026-07-13 13:09:01.728 -0700
3,52,B,37392,2026-07-13 13:09:01.728 -0700
9,78,B,125833,2026-07-13 13:09:01.728 -0700
45,98,B,118221,2026-07-13 13:09:01.728 -0700
29,9,B,93638,2026-07-13 13:09:01.728 -0700
34,16,A,158114,2026-07-13 13:09:01.728 -0700
38,25,C,39690,2026-07-13 13:09:01.728 -0700
10,46,B,126512,2026-07-13 13:09:01.728 -0700
38,13,C,39690,2026-07-13 13:09:01.728 -0700
4,16,A,205863,2026-07-13 13:09:01.728 -0700
16,16,B,57197,2026-07-13 13:09:01.728 -0700
32,60,A,203007,2026-07-13 13:09:01.728 -0700
17,34,B,93188,2026-07-13 13:09:01.728 -0700
22,97,B,119557,2026-07-13 13:09:01.728 -0700
24,23,A,203819,2026-07-13 13:09:01.728 -0700
24,29,A,203819,2026-07-13 13:09:01.728 -0700
21,8,B,140167,2026-07-13 13:09:01.728 -0700
27,29,A,204184,2026-07-13 13:09:01.728 -0700
9,10,B,125833,2026-07-13 13:09:01.728 -0700
8,82,A,155078,2026-07-13 13:09:01.728 -0700
20,19,A,203742,2026-07-13 13:09:01.728 -0700
32,98,A,203007,2026-07-13 13:09:01.728 -0700
29,60,B,93638,2026-07-13 13:09:01.728 -0700
4,34,A,205863,2026-07-13 13:09:01.728 -0700
7,20,B,70713,2026-07-13 13:09:01.728 -0700
40,16,A,155083,2026-07-13 13:09:01.728 -0700
25,60,B,128107,2026-07-13 13:09:01.728 -0700
18,59,B,120653,2026-07-13 13:09:01.728 -0700
18,74,B,120653,2026-07-13 13:09:01.728 -0700
20,92,A,203742,2026-07-13 13:09:01.728 -0700
38,83,C,39690,2026-07-13 13:09:01.728 -0700
30,94,C,42988,2026-07-13 13:09:01.728 -0700
16,72,B,57197,2026-07-13 13:09:01.728 -0700
41,29,A,196321,2026-07-13 13:09:01.728 -0700
19,67,A,203819,2026-07-13 13:09:01.728 -0700
18,9,B,120653,2026-07-13 13:09:01.728 -0700
35,30,B,103681,2026-07-13 13:09:01.728 -0700
1,99,A,151315,2026-07-13 13:09:01.728 -0700
15,27,B,123737,2026-07-13 13:09:01.728 -0700
13,56,A,219622,2026-07-13 13:09:01.728 -0700
9,21,B,125833,2026-07-13 13:09:01.728 -0700
28,32,A,206302,2026-07-13 13:09:01.728 -0700
30,14,C,42988,2026-07-13 13:09:01.728 -0700
